EnstID	Gene	MIS	LOF	Silent	Total
ENST00000341421	TRAK1	64	9	26	108
ENST00000262613	SLC9A3R1	15	2	7	26
ENST00000324896	GTF2I	44	4	14	68
ENST00000580974	PITPNC1	14	2	3	20
ENST00000349215	HPS5	71	9	23	109
ENST00000505618	RHOH	31	1	13	45
ENST00000456145	C11orf21	15	0	4	19
ENST00000224073	EDF1	10	2	3	15
ENST00000160298	KIAA1543	91	8	60	161
NM_016521.2	TFDP3	48	3	21	73
ENST00000220764	DECR1	40	4	15	65
ENST00000220763	PGCP	76	3	17	96
ENST00000248668	LRFN1	66	0	34	102
ENST00000296161	DTX3L	58	4	27	90
ENST00000397753	ZBTB44	18	1	2	21
ENST00000246548	UBA2	59	4	21	87
ENST00000246549	FFAR2	41	4	23	70
ENST00000543632	MYO3A	65	4	28	99
ENST00000441003	MUC2	443	66	245	769
ENST00000314330	C9orf139	22	2	4	28
ENST00000308650	ZNF699	71	7	18	97
ENST00000435070	CPSF6	120	10	24	160
ENST00000411995	ZNF643	41	1	11	53
ENST00000380860	SLC30A5	2	0	0	2
ENST00000380861	WWC3	0	0	1	1
ENST00000380863	SLC2A13	63	4	21	89
ENST00000426086	VEGFB	7	0	0	7
ENST00000264515	RBBP5	47	9	16	77
ENST00000438782	CCDC36	35	5	9	50
ENST00000326282	EID2B	11	1	16	28
ENST00000399302	QSER1	137	36	47	225
ENST00000399300	RBM12B	107	16	40	164
ENST00000335934	TP53I3	18	5	10	33
ENST00000502346	TMEM167A	9	0	2	12
ENST00000241014	MAPK8IP1	59	4	19	87
ENST00000296871	CSF2	10	1	1	12
ENST00000456144	TIAM2	40	0	14	55
ENST00000492918	RBP1	8	0	2	12
ENST00000421852	TMEM41A	18	2	1	22
ENST00000437508	TRIM2	58	5	26	91
ENST00000231790	MLH1	141	56	45	275
ENST00000225844	CCL13	17	2	9	28
ENST00000306549	PCDHB1	177	11	73	261
ENST00000225842	CCL1	8	0	1	10
ENST00000307635	ZNF556	88	8	31	132
ENST00000307637	C3AR1	66	9	22	97
ENST00000307630	YWHAG	21	1	14	36
ENST00000307632	OR52K1	82	3	25	110
ENST00000283290	ATG3	23	0	7	30
ENST00000309295	EHBP1L1	71	8	31	113
ENST00000551116	DDIT3	10	0	2	12
ENST00000330148	FA87B	0	0	1	1
ENST00000330149	TRAPPC6B	10	2	1	16
ENST00000340465	GFRAL	122	8	35	171
ENST00000340460	CCDC29	11	2	2	18
ENST00000374343	TMEM57	72	15	26	114
ENST00000330143	ZNF696	19	2	32	53
ENST00000532485	ACER3	17	4	6	28
ENST00000371191	NFIA	34	1	9	44
ENST00000371192	ZNF518A	75	27	22	126
XM_379730.2	LOC401621	0	0	1	1
XM_499174.1	LOC441485	0	0	1	1
ENST00000371197	GLYATL3	25	1	4	31
ENST00000371198	CC2D2B	1	1	0	2
ENST00000275988	SPIN2B	8	2	6	16
ENST00000396212	CCP110	61	6	31	98
ENST00000392779	B3GALNT1	41	3	11	55
NM_024657.2	MORC4	73	15	15	110
ENST00000371442	RNF113A	45	3	14	62
ENST00000371443	MRPL41	4	0	10	14
ENST00000371440	BCAS1	46	2	15	66
ENST00000371447	PDE6C	104	17	43	174
ENST00000371445	DMRTB1	47	6	25	80
ENST00000393792	UBTD2	24	3	11	38
ENST00000379696	GPR56	43	5	32	82
ENST00000393796	PPAN-P2RY11	78	8	33	122
ENST00000379692	NDNF	100	4	33	138
ENST00000377509_v70	SPATA31A4	4	0	1	5
ENST00000393795	PSMC3IP	13	1	3	19
ENST00000291971	NLRP8	255	16	111	393
ENST00000458276	ABHD5	33	4	13	50
ENST00000378126	PCDHA5	206	9	90	305
ENST00000329312	CYLC1	339	56	58	462
ENST00000378125	PCDHA7	225	11	87	323
ENST00000378122	PCDHA9	179	9	108	298
ENST00000378123	PCDHA8	228	6	106	340
ENST00000329314	TRIM61	14	0	7	21
ENST00000595015	ENSG00000268427	0	0	1	1
ENST00000372188	C10orf58	22	2	11	35
ENST00000409548	ATHL1	42	4	25	74
ENST00000378129	PCDHA3	212	7	123	343
ENST00000376873	CLDN10	40	4	12	56
ENST00000290378	ACTC1	85	1	26	113
ENST00000376876	SLC38A5	87	2	37	132
ENST00000376874	RILPL1	19	4	14	38
ENST00000317173	MSRA	20	3	10	34
NM_002221	ITPKB	58	7	16	85
ENST00000290374	GJD2	63	7	21	92
ENST00000240055	NFYB	12	2	2	19
ENST00000393980	FABP6	26	0	13	39
ENST00000246841	FLRT1	54	1	38	93
ENST00000284690	DHX32	60	10	22	98
ENST00000580123	SLC16A5	44	2	29	77
ENST00000377698	ALDH1B1	72	4	19	95
ENST00000377694	IGFBPL1	16	2	6	24
ENST00000377697	IGFL4	21	2	4	27
ENST00000377693	IGFL2	7	0	0	7
ENST00000311202	DNAH12L	50	14	16	82
ENST00000311201	ENSG00000175117	0	0	1	1
ENST00000443444	CCDC144A	71	13	25	109
ENST00000311208	KRT17	75	4	12	96
ENST00000582416	LRRC48	4	0	1	5
ENST00000435812	HSP90AB1	1	0	1	2
ENST00000395743	BTC	26	2	11	39
ENST00000447537	LIMS3L	0	0	1	1
ENST00000435817	FCHSD1	52	6	18	77
ENST00000435819	CD36	94	5	46	151
ENST00000395749	CAMK2B	61	2	55	121
ENST00000395748	AREG	18	0	1	19
ENST00000399893	RPL10AP3	6	0	1	7
ENST00000399892	SEH1L	37	2	13	53
ENST00000399899	CLDN8	33	4	22	59
ENST00000370310	FAM69A	22	12	1	36
ENST00000370315	MB21D1	43	7	18	69
ENST00000370314	GABRA3	104	9	43	163
ENST00000370316	NKAIN4	22	1	8	32
ENST00000376256	HNRNPK	15	1	3	19
ENST00000400445	NBEA	71	10	29	114
ENST00000376255	TCF19	14	5	13	32
ENST00000400441	C20orf132	87	4	22	123
ENST00000424011	CMTM3	10	1	4	16
ENST00000376259	TNFRSF1B	35	0	16	53
ENST00000430365	VGLL4	24	1	9	34
ENST00000395293	ANK3	157	17	56	240
ENST00000395292	CELF1	14	2	11	31
ENST00000322367	Q6YL47	259	16	142	431
ENST00000395297	FAM135B	1020	60	302	1410
ENST00000356873	FAM163B	5	1	2	8
ENST00000258484	EPC2	63	3	19	93
ENST00000321945	FAM175A	34	7	8	51
ENST00000356878	PCDHA4	236	12	130	378
ENST00000396489	ENSG00000213828	1	0	0	1
ENST00000391859	CD37	9	0	7	19
NM_014911	AAK1	57	1	36	100
ENST00000535766	FAM125B	0	0	1	1
NM_014916	LMTK2	142	10	65	224
ENST00000243501	PLA2G12A	13	0	6	19
ENST00000270451	ZNF581	18	3	7	28
OTTHUMT00000057784.1	KCTD9L	6	0	1	7
ENST00000205636	CMTM6	8	0	3	12
ENST00000400199	NRIP1	109	28	23	160
ENST00000400198	ARGLU1	24	2	4	31
ENST00000373758	REEP3	9	6	4	19
ENST00000309909	FBXW8	57	2	20	81
ENST00000310157	KLK6	43	2	19	67
ENST00000247087	AHDC1	85	10	56	152
ENST00000373750	DSN1	26	12	11	52
ENST00000309900	LOC652737	99	8	47	164
ENST00000258738	ABCB5	185	17	58	271
ENST00000258739	KDELR2	11	1	7	22
ENST00000289407	TSPAN33	29	2	13	45
ENST00000292616	LRWD1	52	1	29	87
ENST00000379617	TRIM36	3	0	2	6
ENST00000292614	POLR2J	5	0	2	10
NM_006062.1	SMYD5	27	4	11	43
ENST00000402465	ENSG00000219492	17	2	9	33
ENST00000368602	BET3L	9	1	1	12
ENST00000380648	COE4	33	4	9	46
ENST00000394162	ST3GAL6	47	8	9	67
ENST00000394163	ZNF655	44	2	10	56
ENST00000431011	LCE6A	2	1	1	5
ENST00000394166	NR2F2	49	4	7	62
ENST00000394167	KIAA0240	98	14	33	146
ENST00000394169	ORMDL3	19	0	4	24
ENST00000368608	TSPYL1	31	4	5	45
ENST00000368609	PWWP2B	25	0	16	41
ENST00000367400	CRB1	321	30	121	480
ENST00000367403	NUP43	6	2	1	9
ENST00000367405	ZBTB41	122	16	21	162
ENST00000316528	MYB	7	0	6	13
ENST00000367409	ASPM	437	67	119	632
ENST00000390667	C13orf34	36	8	11	58
ENST00000390666	TSSK1B	107	9	46	162
ENST00000390665	PPP2R3B	37	4	49	96
ENST00000390664	CHST6	79	2	24	105
ENST00000390661	KRTAP4-4	28	1	10	39
ENST00000390669	CCL25	13	0	4	19
ENST00000339423	HSD11B1L	10	1	2	13
ENST00000373691	CXCR3	24	4	16	44
ENST00000529415	LRRC24	27	1	4	32
ENST00000284382	LASS3	70	11	16	101
ENST00000372406	GPR107	11	0	2	13
ENST00000357083	ELAVL4	73	3	28	106
ENST00000357081	AGTPBP1	40	7	13	64
ENST00000357086	ITPR1	245	17	87	359
ENST00000372409	PCIF1	51	5	31	91
ENST00000240731	ZNF211	79	3	24	107
ENST00000508447	RIOK2	43	2	14	59
ENST00000508440	GTF2A1L	21	2	8	33
ENST00000246069	DSTN	17	9	7	35
ENST00000317318	RFX7	81	11	37	132
ENST00000441152	C10orf108	1	1	3	5
ENST00000317310	CD300LG	42	5	12	62
ENST00000317311	RPS21	5	0	5	11
ENST00000202625	TGM6	117	13	64	206
ENST00000325752	TUBD1	38	0	15	60
ENST00000369551	OLFML3	19	1	7	27
ENST00000369550	DKC1	39	8	16	65
ENST00000369552	SLC35A1	22	2	10	36
ENST00000369558	HIPK1	105	8	44	159
ENST00000361762	PCDH7	114	6	41	162
ENST00000361763	CD3E	31	1	13	46
ENST00000361760	OR5D13	126	6	46	179
ENST00000425042	C17orf28	73	2	37	112
ENST00000367651	CITED2	17	2	11	31
ENST00000377601	ANKRD20A2	19	5	9	33
ENST00000370651	PTP4A1	17	1	2	20
ENST00000406904	ZDHHC12	2	1	4	7
NM_016937.1	POLA1	11	0	2	13
ENST00000327454	TBC1D3F	63	2	15	92
ENST00000361492	GLI2	209	12	102	326
ENST00000286523	C14orf43	79	25	49	156
ENST00000388985	SMYD3	35	4	16	60
ENST00000388988	AGPHD1	24	3	11	38
ENST00000255641	CSNK1G2	33	2	19	55
ENST00000389050	C3orf48	7	2	7	17
ENST00000351747	DNAH12	185	37	45	275
ENST00000440203	MOGAT3	21	1	17	39
ENST00000356023	NPIPL1	3	0	0	4
ENST00000356020	C3orf27	14	13	7	34
ENST00000356026	MMP23B	2	0	0	3
ENST00000356025	SIRPA	73	7	32	116
ENST00000304414	ARL6IP1	31	4	10	45
ENST00000358519	CNGA1	101	13	25	141
ENST00000251343	KHNYN	44	3	15	68
ENST00000358514	PSMB10	17	3	15	36
ENST00000358517	PLEKHG1	117	11	52	184
ENST00000358511	COL6A6	347	27	130	518
ENST00000304418	OR5AU1	42	5	26	75
ENST00000392984	CCDC74B	30	3	10	43
ENST00000392982	VWA2	35	0	18	56
ENST00000398193_v68	RGPD1	22	2	6	31
ENST00000392988	ACP6	12	0	2	15
ENST00000313543	GIMAP7	63	7	22	92
ENST00000313546	POC1B	32	4	18	61
ENST00000313544	Q8N164	7	1	1	9
ENST00000289877	SLC45A1	67	8	61	139
ENST00000439602	RPS18	20	0	9	32
SU_EPHA6	EPHA6	284	21	81	394
ENST00000326479	C19orf16	23	1	16	53
ENST00000396154	ZNF586	30	8	12	51
ENST00000396153	FAF1	67	10	17	107
ENST00000396152	NT5C3	29	4	14	48
ENST00000396151	ARSB	7	1	6	14
ENST00000326470	SSH1	51	6	26	83
ENST00000250699	CHRNA10	46	3	13	62
ENST00000311946	NIPAL4	49	5	18	72
ENST00000250693	ART1	31	2	17	50
ENST00000339276	SFN	18	0	12	31
ENST00000215919	PATZ1	31	4	18	53
ENST00000215917	SRRD	20	6	11	37
ENST00000215912	PIK3IP1	19	4	4	28
ENST00000349456	CCDC104	29	10	5	45
ENST00000349451	OPRL1	46	3	41	91
ENST00000357861	KANSL2	10	0	1	11
ENST00000229281	C12orf57	11	3	4	18
ENST00000220562	EXTL3	91	6	43	142
ENST00000338010_v68	ZNF385A	26	1	11	38
ENST00000441631	XAF1	1	0	1	2
ENST00000455480	ACAD10	25	5	9	40
ENST00000314136	ANP32E	32	6	9	48
ENST00000314134	SLC35C1	32	1	15	48
ENST00000314133	COX8A	6	0	2	9
ENST00000443164	SPHK2	33	1	16	52
ENST00000314138	RPL27A	5	0	1	6
ENST00000263981	FBXW7	345	87	57	497
ENST00000263980	SLC9A1	68	9	35	114
ENST00000354514	H2AFB2	0	0	0	1
ENST00000263985	PET112	57	7	14	78
ENST00000231948	CRBN	38	3	6	50
ENST00000524279	C3orf24	20	3	4	27
ENST00000262056	EIF4B	49	6	8	65
ENST00000262055	LETMD1	38	2	9	54
ENST00000262052	SLC11A2	32	23	14	70
ENST00000262053	ATF1	24	4	11	41
ENST00000262051	SLC11A2	8	1	7	17
ENST00000445946_v68	KLLN	4	1	5	11
ENST00000237858	GLRX	8	2	3	14
ENST00000357500	POP5	13	5	5	23
ENST00000264065	DNAJC10	78	8	28	119
ENST00000334869	LGMN	39	2	18	62
ENST00000418145	MTR	6	1	2	9
ENST00000260983	HECW2	252	25	92	375
ENST00000343373	DMPK	42	4	20	69
ENST00000260988	CRYGB	29	1	11	42
ENST00000339922	VHLL	14	0	4	18
ENST00000011619	RANBP9	53	3	24	83
ENST00000450240	EXTL2	23	4	6	33
ENST00000450242	ALS2CR11	47	3	17	72
ENST00000448838	PDHX	13	1	7	23
ENST00000318934	ANKRD24	71	10	33	119
NM_004440	EPHA7	263	42	84	399
ENST00000366882	PDE10A	149	16	46	226
ENST00000260364	NOX5	75	10	47	132
ENST00000260363	KIF23	73	3	18	97
ENST00000448333	KCTD3	1	0	0	1
ENST00000260361	NDUFAF1	37	5	11	54
ENST00000223136	FIS1	15	1	4	20
NM_181314.1	TAZ	5	0	4	9
ENST00000335401	ENSG00000187080	0	0	1	1
ENST00000338204	RPL23AP82	1	2	2	5
ENST00000218981	DHRS12	18	2	3	23
ENST00000379454	ASPH	77	10	29	122
ENST00000458073	GTPBP1	20	4	7	32
ENST00000379453	ADRA1D	44	4	31	79
ENST00000328205	LIN9	55	5	18	84
ENST00000379458	ENSG00000228273	69	0	38	110
ENST00000458078	AGBL3	6	1	2	9
ENST00000329153	PLEKHH1	178	16	52	248
ENST00000329152	ProSAPiP1	42	2	18	62
ENST00000332836	NLRP9	178	19	84	281
ENST00000332830	PHF12	71	13	36	123
ENST00000332831	OR4F16	3	0	0	3
ENST00000315150	RAB43	11	2	10	23
ENST00000272732	SCRN3	35	21	4	60
ENST00000265857	GET4	21	2	10	34
ENST00000301821	RPSA	20	0	6	26
ENST00000301825	ENTPD3	48	3	21	75
ENST00000448599	PHGR1	3	1	8	23
ENST00000422728_v68	FAM200B	27	8	5	40
ENST00000478244	DCUN1D2	16	1	9	27
ENST00000451626	CEACAM18	67	7	33	108
ENST00000330575	RGPD7	9	2	2	14
ENST00000330574	INTS5	88	8	37	133
ENST00000340057	IL17A	31	1	14	49
ENST00000249075	LIF	19	0	10	30
ENST00000340052	ENSG00000189279	0	0	1	1
ENST00000340059	PLCH1	216	15	91	330
ENST00000340058	RET	98	6	51	159
ENST00000338380	SLPI	20	2	2	24
ENST00000555709	MTHFD1	80	3	20	109
ENST00000338387	CLUL1	55	6	20	82
ENST00000507936	C5orf17	2	0	0	2
ENST00000314902	OR10K2	95	4	35	134
ENST00000355537	ZNF536	468	28	191	689
ENST00000435383	EIF4G3	3	2	3	8
ENST00000435384	WDR44	101	11	28	146
ENST00000297347	MED30	16	0	6	22
ENST00000322165	HSD17B6	27	8	7	44
ENST00000322166	NOP2	13	2	5	21
ENST00000316218	PDIA5	62	4	26	98
ENST00000316219	LILRB5	116	10	49	182
ENST00000507870_v68	RP11-389E17.1	14	5	1	24
ENST00000266037	DOCK3	492	41	203	765
ENST00000269025	LRRC46	35	3	7	46
ENST00000337714	AKAP1	77	9	29	121
ENST00000338965	NCR3LG1	6	1	2	9
ENST00000338963	NEDD4	112	10	36	162
ENST00000338961	PTGES2	24	2	10	39
ENST00000479191	RIIAD1	5	2	1	8
ENST00000304992	PRPF8	184	13	64	269
ENST00000338969	TRIM9	107	5	37	150
ENST00000264895	FRAS1	802	62	319	1200
ENST00000264896	SCARB2	45	3	12	63
ENST00000333007	TNFAIP2	47	3	20	74
ENST00000549446	KCNC2	125	14	57	196
ENST00000264893	SEPT11	34	4	7	48
ENST00000264899	FRAS1	36	4	9	52
ENST00000340941	MCCC2	56	5	10	78
ENST00000340940	KLRG2	37	4	12	53
NM_001787	CDK11B	29	4	18	56
ENST00000309296	Q5JY96	2	0	1	3
ENST00000341099	ESR2	72	2	26	101
ENST00000318117	FLJ34521	0	0	2	3
ENST00000542024	SLC8A1	62	6	30	98
ENST00000318110	ZNF101	47	7	12	67
ENST00000341090	RPS3AP6	7	1	1	9
ENST00000231188	GRM6	163	20	101	289
ENST00000272666	MYO7B	204	10	108	334
ENST00000504771	TNFAIP8	12	0	5	17
ENST00000298992	ABTB2	78	3	25	110
ENST00000273398	ATP6V1A	68	8	28	106
ENST00000424787	GGTLC3	2	0	1	3
ENST00000424784	ZDHHC11	61	2	29	92
ENST00000424785	FKBP7	20	0	4	24
ENST00000274629	KCNMB1	38	2	17	57
ENST00000427255	PPP1R14D	6	0	3	10
ENST00000274625	FGF18	35	1	15	51
ENST00000323348	ANKZF1	58	4	17	82
ENST00000371222	JUN	23	5	14	42
ENST00000371220	GPR115	57	5	31	94
ENST00000323346	SLC17A8	103	15	30	153
ENST00000323347	SMARCD2	1	0	0	1
ENST00000371224	ALDH18A1	55	7	27	90
ENST00000323345	RPL7A	16	0	5	21
ENST00000426784	DNAJC11	30	13	10	54
XM_210042.4	MRRFP1	7	1	3	12
ENST00000331718	KCNJ12	223	4	124	353
ENST00000331710	TBK1	146	12	45	207
ENST00000505790	IRX4	0	0	1	1
ENST00000216802	PSME2	19	3	13	38
ENST00000216807	BRMS1L	36	2	5	46
ENST00000335877	PSMF1	24	0	16	40
ENST00000265074	NPR3	74	6	29	113
ENST00000335875	SLC6A16	72	1	33	108
ENST00000265071	CDH6	213	16	72	303
ENST00000265070	GOLPH3	33	2	6	41
ENST00000265073	SUB1	13	0	1	14
ENST00000335870	ZNF212	45	2	17	65
ENST00000246662	KRT9	96	8	32	141
ENST00000346477	SIGLEC6	90	4	49	143
ENST00000242577	DYNLL1	4	1	1	6
ENST00000242576	UNG	17	3	5	26
ENST00000505428	FYB	111	9	39	166
ENST00000308192	PLG	174	14	53	252
ENST00000308197	COQ10A	35	0	4	39
ENST00000290943	ANKRD18B	53	10	12	76
ENST00000290949	ATP6V0D1	33	2	16	52
ENST00000328945	SDR42E1	47	4	15	67
ENST00000296733	CDC20B	67	5	19	98
ENST00000296736	TIGD6	33	5	9	47
ENST00000296739	SPZ1	57	17	18	92
ENST00000426126	ZDHHC17	56	4	7	69
ENST00000370578	MCF2	64	7	17	90
ENST00000370571	COL24A1	234	20	51	328
ENST00000308440	ANKRD13D	43	1	17	63
ENST00000370575	PYROXD2	52	6	38	98
ENST00000370574	ZNHIT6	33	10	14	59
ENST00000370577	LMBRD1	81	5	17	105
ENST00000370576	MCF2	164	26	36	232
ENST00000300692	CD3D	19	5	10	36
ENST00000378776	TP53INP1	6	0	2	10
ENST00000347708	FAM203A	0	0	1	1
ENST00000343632	GGA1	49	1	21	72
ENST00000373178	ADPRHL2	25	3	11	40
ENST00000379158	NUDT2	11	2	2	15
ENST00000398640	PCDHA11	349	12	170	535
ENST00000373173	APOOL	14	2	5	25
ENST00000379151	KIAA1704	37	1	4	49
ENST00000373176	AK1	12	0	8	20
ENST00000379153	CD83	18	3	8	29
ENST00000333822	KRTAP4-8	111	4	46	162
ENST00000297063	KIAA0895	48	10	6	64
ENST00000293760	LEMD2	27	3	5	37
ENST00000553804	ITGA7	124	8	47	181
ENST00000551099	TPCN1	1	0	0	1
ENST00000392435	ARL6IP4	7	0	0	7
ENST00000245925	EML2	61	8	35	108
ENST00000309315	ZMIZ2	83	8	51	151
ENST00000245923	RTN2	56	3	24	86
ENST00000358065	SETMAR	26	6	16	49
ENST00000358064	HIST4H4	11	0	6	17
ENST00000358067	ZNF329	77	6	23	106
ENST00000542803	NTNG1	45	4	17	66
ENST00000431635	EBNA1BP2	18	1	5	24
ENST00000307401	OR2AG1	55	3	28	88
ENST00000307407	IL8	18	3	1	22
ENST00000317571_v68	TTC39C	36	6	10	56
ENST00000307404	BOP1	18	0	5	23
ENST00000396394	PSMA1	2	0	1	3
ENST00000287907	HTR5A	134	5	52	193
ENST00000396396	PGM5	106	12	25	144
ENST00000396391	ELMO2	64	2	24	98
ENST00000528743	KRTAP5-9	25	0	11	36
ENST00000195455	C4orf6	7	2	5	14
ENST00000162391	FOXJ2	58	6	24	90
ENST00000276570	DNAJC5B	53	5	22	83
ENST00000276571	CRH	9	1	5	15
ENST00000371764	DDX27	85	13	36	137
ENST00000371763	GLT6D1	65	10	36	111
ENST00000312962	KRI1	68	5	32	107
ENST00000312960	SIAH2	37	1	13	51
ENST00000377084	SLITRK1	237	19	90	347
ENST00000428306_v65	ALG9	43	8	25	79
ENST00000372227	SLC35C2	40	1	13	56
ENST00000259983	C6orf52	5	1	5	11
ENST00000298569	KIAA1191	16	1	7	27
ENST00000372224	KIF2C	77	6	22	107
ENST00000372220	POMT1	12	0	3	16
ENST00000418929	PRR12	119	16	68	203
ENST00000259989	FGFBP2	22	3	12	37
ENST00000372229	SLC35C2	7	0	4	15
ENST00000372228	POMT1	64	1	31	98
ENST00000395044	VDAC1	18	5	6	30
ENST00000376936	EXOSC10	57	13	23	97
ENST00000461105	KCNIP2	26	2	9	40
ENST00000290239	SON	59	0	42	102
ENST00000393977	CCNJL	40	2	30	72
ENST00000290231	NCOA5	70	9	16	97
ENST00000282282	ZNF547	47	3	13	63
ENST00000327857	DEFA3	10	0	3	13
ENST00000374680	RXRB	31	7	16	56
ENST00000327858	FBLN1	71	7	26	106
ENST00000394823	PPP3CB	19	4	6	31
ENST00000394822	PPP3CB	11	4	6	23
ENST00000377332	ST3GAL5	33	4	19	57
ENST00000406316	NRXN1	391	34	151	593
ENST00000534331	C10orf113	7	0	3	10
ENST00000392256	IYD	33	2	16	51
ENST00000376687	SUV39H1	33	1	19	53
ENST00000376688	TRIM15	11	0	3	15
ENST00000276390	ATP6V1B2	43	4	17	66
ENST00000209668	ADH1A	64	4	27	97
ENST00000498737	NDUFA6	18	0	5	23
ENST00000357501	TMEM79	5	0	2	7
ENST00000379698	SH3KBP1	45	1	23	74
ENST00000209665	ADH7	62	5	16	89
ENST00000259365	TMOD1	29	1	12	43
ENST00000259362	OR13C9	53	1	22	76
ENST00000298386	RXFP2	107	21	35	168
ENST00000294800	FCGR3B	46	2	12	63
ENST00000341189	ARMCX3	22	10	12	44
ENST00000311437	ZNF490	59	3	12	74
ENST00000359850	NUDT16	12	0	2	14
ENST00000359856	ARPC5	9	1	1	12
ENST00000409540	INPP4A	57	13	19	96
ENST00000375790	MKX	63	3	19	85
ENST00000375799	PLEKHM2	54	4	19	79
ENST00000261211	CDK17	58	8	18	94
ENST00000261219	VEZT	22	0	8	31
ENST00000400256	COLEC12	126	16	39	182
XM_293312.3	LOC347376	5	0	1	6
ENST00000594262	ENSG00000268798	0	0	1	1
ENST00000400259	CDC42	21	1	5	30
ENST00000375240	CDC14B	31	1	21	56
ENST00000375241	CDC14B	29	1	19	51
ENST00000375242	CDC14B	23	1	15	40
ENST00000375244	TNXB	381	22	201	614
ENST00000299381	ANAPC16	7	3	6	16
ENST00000375247	TNXB	426	28	212	679
ENST00000375249	HABP4	27	3	9	40
ENST00000377747_v68	KRTAP1-4	4	0	7	11
ENST00000405961	DAAM2	7	0	0	7
ENST00000569393_v68	ATPAF1-AS1	13	1	5	20
ENST00000367612	TOR1AIP2	44	4	9	59
ENST00000367614	TDRD5	181	20	46	255
ENST00000367615	NPHS2	55	9	27	94
ENST00000391701	ZNF552	36	7	8	51
ENST00000391700	ZSCAN1	12	2	23	37
ENST00000367618	AXDND1	163	18	41	228
ENST00000367619	SOAT1	60	0	16	81
ENST00000276185	FRMPD3	40	1	26	69
ENST00000359033	CYP2D6	64	2	42	109
ENST00000247271	OMG	23	2	8	34
ENST00000247270	EVI2A	32	6	4	42
ENST00000316491	ZNF720	7	2	8	18
ENST00000216341	GZMB	48	5	18	72
ENST00000405755	PDE4D	59	3	13	81
ENST00000292408	FGFR4	90	8	48	153
ENST00000292401	AZGP1	47	4	14	69
ENST00000317876	TXNDC6	48	3	12	64
ENST00000355022	BANP	42	2	24	71
ENST00000355020	GLRA2	63	5	23	92
ENST00000440909	SERPINA1	72	6	23	103
ENST00000355025	INCA1	14	0	4	18
ENST00000355029	NET1	41	5	17	68
ENST00000546910	CLEC5A	35	4	14	55
NM_000933.2	PLCB4	259	28	69	377
ENST00000310473	UCP2	24	4	9	38
ENST00000314797	COPG	65	3	31	102
ENST00000358894	COL20A1	141	12	67	226
ENST00000358896	DUS2L	32	1	20	59
ENST00000358897	FHAD1	4	0	2	6
ENST00000508898	PALLD	26	1	20	52
ENST00000368033	CD244	43	6	12	64
ENST00000368032	CD244	12	2	8	22
ENST00000368034	CD244	45	7	14	69
ENST00000284020	ZNF419	47	5	11	67
ENST00000368039	LY9	34	0	18	52
ENST00000381151	SLC5A3	59	8	23	90
ENST00000381154	ARSD	54	6	26	91
ENST00000287594	MPV17L	10	0	2	13
ENST00000361518	ZNF511	9	4	12	26
ENST00000287590	B3GNT7	39	1	26	67
ENST00000361516	FCRL2	93	6	35	140
ENST00000361511	PPEF1	85	11	22	124
ENST00000361510	OPA1	80	7	21	114
ENST00000287598	BUB1B	79	9	21	111
ENST00000561208	MEIS2	71	6	17	97
NM_001702.1	BAI1	154	10	74	243
ENST00000317292	MIR7-3HG	1	0	1	2
ENST00000415380	SCARB1	22	2	8	32
ENST00000280612	SLC7A11	51	4	11	69
ENST00000418153	PHF21A	45	7	22	78
ENST00000280614	CCRN4L	23	1	11	35
ENST00000352241	MITF	59	8	29	99
ENST00000562955	SZT2	179	23	78	298
ENST00000418158	ZNF783	1	0	1	2
ENST00000397708	MCM3AP	144	16	66	233
ENST00000446737	PAK3	114	8	27	149
ENST00000287042	KCNS2	101	4	46	151
ENST00000354371	COPS8	12	3	4	21
ENST00000320442	SLC26A10	61	4	17	87
ENST00000320443	ALS2CR8	67	10	17	96
ENST00000354377	ZNF774	38	3	17	60
ENST00000354376	C9orf163	15	1	7	23
ENST00000317128	ENSG00000177111	1	0	0	1
ENST00000402802	PDGFA	17	1	3	21
ENST00000317121	OR56B1	54	4	21	79
ENST00000393930	JUP	67	3	39	114
ENST00000317122	Q8N9F6	3	0	1	4
ENST00000393934	PLCXD2	46	3	18	67
ENST00000544512	ZNF638	44	9	15	69
ENST00000357546	DHRS9	36	6	13	55
ENST00000357545	SPOCK3	116	10	24	156
ENST00000357549	HIST1H4K	10	1	7	19
ENST00000303775	N6AMT1	32	4	5	43
ENST00000351266	CNTFR	41	3	18	62
ENST00000354082	CAPN10	49	1	24	77
ENST00000350796	CYTH3	32	5	18	64
ENST00000222574	HBP1	41	5	11	60
ENST00000288861	CIB4	21	0	8	29
ENST00000222573	ITGB8	194	18	65	284
ENST00000222572	PON2	33	5	3	43
ENST00000312513	MRPL45	28	4	10	44
ENST00000312511	PRM1	4	0	3	7
ENST00000312515	DRAP1	22	0	4	27
ENST00000369073	PPAPDC1A	18	1	12	32
ENST00000369071	C10orf85	2	0	0	2
NM_001006113.1	TBC1D25	9	3	4	17
ENST00000369075	SEC23IP	86	13	38	141
ENST00000286317	MED7	22	3	5	30
ENST00000316981	PLAG1	141	12	54	209
ENST00000316985	WHSC1L1	43	6	13	62
ENST00000316987	OR52E4	86	9	26	121
ENST00000395833	LMO2	28	1	13	43
ENST00000395834	CDKL1	61	6	17	86
ENST00000395837	UBB	14	3	30	47
ENST00000358309	CX3CR1	60	4	32	96
