EnstID	Gene	MIS	LOF	Silent	Total
ENST00000398560	ARHGEF10	25	1	12	39
ENST00000376019	C13orf27	22	5	6	34
ENST00000450849	ATCAY	53	1	28	83
ENST00000594215	ENSG00000268955	0	0	0	2
ENST00000344651	UNC119B	24	0	8	33
ENST00000375299	UPF3A	30	15	41	88
ENST00000373624	DENND1A	85	10	50	151
ENST00000373625	KPNA6	48	2	17	70
ENST00000373626	RPS4X	1	0	0	1
ENST00000373627	MTCH1	13	1	3	18
ENST00000373620	DENND1A	18	1	17	36
ENST00000397255	IL15RA	16	0	5	21
ENST00000259339	TOR1B	27	0	11	38
ENST00000315194	PPM1K	8	1	0	9
ENST00000367213	CNKSR3	47	4	29	84
ENST00000259335	KIAA0368	150	12	47	212
ENST00000257198	DSC1	156	14	51	225
ENST00000257192	DSG1	205	20	70	302
ENST00000257197	DSC1	148	14	43	211
ENST00000251921	FAM55A	70	4	9	86
ENST00000373995	A1CF	104	7	36	156
ENST00000373990	ANKS1A	39	1	13	57
ENST00000373991	SCAND1	3	0	2	5
ENST00000401592	SUN1	69	8	25	106
ENST00000394279	NDRG4	27	2	16	46
ENST00000212369	SH3GLB1	26	3	12	42
ENST00000394276	PGRMC2	8	0	1	11
ENST00000394272	HDDC3	4	0	1	5
ENST00000317840	COL3A1	93	5	20	122
ENST00000486278	RUNX1	4	3	2	10
ENST00000260130	SDCBP	21	0	9	31
XM_372268.2	LOC389904	9	0	0	9
NM_139245.1	PPM1L	35	7	12	55
ENST00000205386	LAMB4	290	22	61	388
ENST00000368041	LY9	113	8	45	170
ENST00000368043	SLAMF7	52	7	22	84
ENST00000368045	CD48	7	1	6	14
ENST00000368046	CD48	28	7	17	54
ENST00000368047	CD84	12	1	5	18
ENST00000360694	PPARD	50	1	20	72
ENST00000360697	ADARB1	59	6	27	93
ENST00000360693	HTR4	60	4	26	93
ENST00000381165	MIS12	16	3	4	23
ENST00000391736	LILRB4	111	8	46	175
ENST00000360698	MEGF11	23	3	29	56
ENST00000260682	CYP2C9	106	6	43	160
NM_152233.1	SNX6	18	4	10	34
ENST00000253435	TEX101	36	1	15	55
ENST00000397778	PQLC1	18	2	11	32
ENST00000441065	RFPL4B	46	3	13	62
XM_042698.6	USP22	50	5	24	80
ENST00000418180	COL4A6	14	1	3	18
ENST00000397770	RGS11	30	1	21	54
ENST00000397771	ASCC2	65	9	23	98
ENST00000441068	FMO5	49	4	10	63
ENST00000354308	SYT5	50	2	18	74
ENST00000310102	RL17	1	0	0	1
ENST00000320493	CFHR1	61	6	28	96
ENST00000320491	Q8NH95	4	0	1	5
ENST00000354300	PPTC7	29	3	10	44
ENST00000354301	B3Gn-T6	5	1	5	11
ENST00000267488	SLC38A6	43	3	12	66
ENST00000267484	RTN1	146	6	52	211
ENST00000267485	C14orf37	95	15	30	143
ENST00000524821	C8orf82	9	0	3	13
ENST00000510708	DTWD2	23	2	13	40
ENST00000369317	TXNIP	54	6	17	81
ENST00000369314	POLR3GL	16	0	10	28
ENST00000369312	C10orf81	44	3	15	64
ENST00000369310	PLEKHS1	40	2	12	58
ENST00000359085	KIR2DL4	34	3	16	55
ENST00000316407	KIAA2018	206	31	66	311
ENST00000313434	ZNF135	85	13	44	144
ENST00000316401	C19orf75	38	5	19	65
ENST00000313431	PDE4DIP	139	12	33	187
ENST00000316409	FAM89B	8	0	3	12
ENST00000444154	ENSG00000236669	1	0	3	4
ENST00000217289	FERMT1	74	4	30	116
ENST00000397195	PAFAH1B1	31	6	6	44
ENST00000397196	WNT5B	34	2	16	52
ENST00000397190	ENSG00000213993	0	0	1	1
ENST00000312521	NR1D2	60	12	13	89
ENST00000312528	ENSG00000174057	0	0	1	1
ENST00000287097	CD109	172	18	51	248
ENST00000396825	FITM2	18	3	5	26
ENST00000327619	EYA2	99	2	43	148
ENST00000307864	AIFM2	43	0	16	63
ENST00000413299	SgK069	55	0	14	69
ENST00000396829	INCA1	14	0	5	19
ENST00000358689	ENTPD4	58	6	25	89
ENST00000358688	OR2J1	16	3	6	25
ENST00000321725	STAB1	219	24	100	357
ENST00000358681	EXT2	58	5	28	93
ENST00000358680	ADC	0	0	2	3
ENST00000321728	PRKCB	145	9	72	231
ENST00000219281	C16orf57	28	4	7	40
ENST00000426658	CTCFL	1	0	0	1
ENST00000238855	AFTPH	56	6	18	81
ENST00000238856	AFTPH	67	9	20	98
ENST00000442872	TEX35	5	0	2	7
ENST00000395841	RAE1	43	5	8	65
ENST00000395842	PANX2	60	3	45	109
ENST00000395843	MOV10L1	9	0	7	16
ENST00000251102	CNGB1	132	6	51	197
ENST00000251101	ENOSF1	45	3	20	71
ENST00000452095	TCF12	68	16	16	105
ENST00000358353	CDHR5	87	11	39	140
ENST00000315170	PRSS50	38	4	12	60
ENST00000355556	HTR3A	109	8	37	159
ENST00000355557	ZNF140	17	2	5	26
ENST00000358359	PPIP5K2	31	2	12	47
ENST00000358358	ECHDC2	26	3	10	40
ENST00000355552	TPRA1	23	1	12	37
ENST00000525634	RPS13	14	3	4	22
ENST00000226004	DUSP3	18	0	8	27
ENST00000311873	ZC3HC1	25	0	9	34
ENST00000311875	TCP11	51	8	18	77
ENST00000372979	ECD	45	8	11	68
ENST00000372978	TAF8	3	0	2	5
ENST00000444842	KCNK2	62	8	27	99
ENST00000417996	KRT3	86	3	32	125
ENST00000436138	CRAMP1L	41	2	21	65
ENST00000368868	SELENBP1	52	2	19	74
ENST00000355883	C14orf178	10	2	2	15
ENST00000368864	RPF2	10	0	4	15
ENST00000368865	BUB3	51	2	4	66
ENST00000436041_v68	WI2-3308P17.2	3	0	4	7
ENST00000400419	SMIM2	1	0	0	1
ENST00000554144	HOPX	15	0	3	19
ENST00000576243	CAMP	16	0	4	20
ENST00000399413_v68	AC129492.6	7	0	1	8
ENST00000263563	KIAA1274	97	12	47	161
ENST00000254166	ZNF132	78	6	15	99
ENST00000403018	AUTS2	28	1	12	41
ENST00000262215	ARFGEF1	184	36	65	290
ENST00000262210	CSPP1	131	22	31	190
ENST00000262211	SGK3	32	7	14	58
ENST00000265245	LSG1	53	2	20	77
ENST00000262219	ANXA13	39	7	11	62
ENST00000256458	IRAK2	152	14	39	217
ENST00000453321	TMEM67	187	18	64	285
ENST00000453326	ENSG00000215029	2	0	1	3
ENST00000594060	ENSG00000268818	2	0	0	2
ENST00000354689	ENSG00000198229	10	0	6	16
ENST00000238146	DDX55	49	7	15	74
ENST00000345102	SMEK2	44	6	20	73
ENST00000354685	C11orf47	52	6	15	73
ENST00000345108	ZAR1L	23	2	17	42
ENST00000449757	DDX39B	10	1	3	14
ENST00000311129	PPP2R1B	49	2	18	70
ENST00000311128	FAM116A	44	12	8	71
ENST00000311127	HEG1	120	14	65	201
ENST00000311124	SLC19A1	44	0	24	68
ENST00000311122	ENSG00000173968	16	1	3	20
ENST00000446573	EDNRB	52	5	13	72
ENST00000380527	RRAGA	18	1	7	26
ENST00000310833	CD34	40	7	17	65
ENST00000356737_v68	FAM180B	5	0	3	8
ENST00000393543	MDM1	1	0	1	2
ENST00000264111	RAPGEF4	41	4	7	56
ENST00000264110	ATF2	54	6	10	74
ENST00000235090	WDR77	16	2	7	27
ENST00000454679	C10orf112	35	1	13	58
ENST00000454678	TRIM26	43	12	24	82
ENST00000454671	ENSG00000167970	2	0	2	5
SU_OBSCN.1	OBSCN	788	86	411	1306
ENST00000431067	ORM2	12	1	9	22
ENST00000323460	SENP5	60	5	23	89
ENST00000341918	CXCL17	7	0	2	10
ENST00000379747	POSTN	165	12	48	251
ENST00000381401	SLC25A6	28	3	21	55
ENST00000341911	MYB	67	10	27	108
ENST00000381405	ESM1	29	3	12	45
ENST00000296473_v70	MON1A	20	1	5	26
ENST00000368555	CALY	7	0	1	8
ENST00000011898	TSPAN9	23	4	13	42
ENST00000325215	ATXN2L	37	0	20	59
ENST00000382713	DOK6	73	2	16	95
ENST00000392004	COL6A3	168	3	72	246
ENST00000455070	ZNFX1	54	6	26	87
ENST00000455077	SLC4A7	49	3	12	67
ENST00000347613	CLCN3	82	17	18	118
ENST00000270861	PLK4	76	6	22	108
ENST00000347615	SMG7	95	11	32	153
ENST00000422901	CELA2B	10	2	6	18
ENST00000315927	YOD1	24	0	10	35
ENST00000368529	SPRN	1	1	2	4
ENST00000446080	NBPF12	2	0	0	2
ENST00000368526	AL161645	4	2	1	7
ENST00000368525	C1orf189	16	5	2	23
ENST00000368521	C1orf43	17	3	7	28
ENST00000449802	NBEAL1	167	33	42	253
ENST00000376836	COMMD3	12	3	7	22
ENST00000268912	OR4D1	50	3	31	84
ENST00000268919	KIF2B	288	20	106	415
ENST00000328449	C1QTNF8	13	2	12	27
SU_CaMK1b	CaMK1b	32	1	22	60
ENST00000250263	ERI1	27	2	9	44
ENST00000328444	RNASE10	32	5	12	49
ENST00000320891	OR10G4	87	3	42	135
ENST00000329715	IL25	24	2	9	37
ENST00000329713	MEX3B	46	2	31	79
ENST00000421288	USP17L13	30	0	5	35
ENST00000249364	CALU	22	2	7	32
ENST00000249363	LRRC4	89	5	29	124
ENST00000421285	GOLGA6B	42	4	20	67
ENST00000451757	SLC22A7	9	0	5	14
ENST00000330261	DYSFIP1	7	0	1	8
ENST00000330263	MRTO4	24	2	10	36
ENST00000340345	KRTAP24-1	54	2	16	73
ENST00000314140_v61	GPHB5	29	3	11	45
ENST00000330266	THADA	2	0	1	3
ENST00000458587	BCAP31	15	1	8	24
ENST00000549396	PPFIA2	237	30	67	353
ENST00000380370	OR52J3	96	14	35	145
ENST00000340623	C2orf88	6	0	1	7
ENST00000316368	OR2AE1	36	2	18	56
ENST00000316364	SEMA6D	176	14	68	269
ENST00000316361	KCNA2	75	5	22	104
ENST00000393450	MYL4	21	0	8	32
ENST00000288177	ZNF19	53	6	10	69
ENST00000266182	TTLL8	42	4	14	64
ENST00000319481	OSBPL1A	79	18	35	137
ENST00000513000	INPP4B	17	0	10	29
ENST00000457696	RABGAP1L	8	1	3	12
ENST00000244336	CEACAM8	54	4	18	77
ENST00000244333	LYPD3	24	2	13	40
ENST00000264963	LMAN2L	27	3	12	45
ENST00000333796	USP17L2	69	7	30	106
ENST00000382466	ZDHHC20	18	3	7	29
ENST00000336314	LARP1	86	17	29	141
ENST00000383738	CSPG5	12	1	6	19
ENST00000458643	NPIPL3	11	0	7	18
ENST00000443512	PLSCR5	32	1	15	49
ENST00000263604	KCNT1	58	4	31	98
ENST00000252102	NDUFA2	11	0	4	15
ENST00000383733	SLC26A6	12	1	19	33
ENST00000357033	DMD	462	71	126	691
ENST00000295966	C3orf67	69	3	15	90
ENST00000295962	ABHD6	26	4	8	39
NM_012119	CDK20	1	0	0	1
ENST00000538159	USO1	48	4	14	68
ENST00000309502	ADORA1	64	3	31	99
ENST00000372453	CXorf41	22	3	7	33
ENST00000457346	SCUBE2	46	3	17	67
ENST00000318282	MKL2	79	24	32	145
ENST00000333246	LOC731173	5	0	3	8
ENST00000333244	AHNAK2	868	62	442	1380
ENST00000352103	STAG3L4	14	1	5	20
ENST00000298820	C12orf64	27	6	8	43
ENST00000248901	CYTH4	54	3	33	95
ENST00000427143	DIP2A	66	4	40	118
ENST00000542622	FGFRL1	41	1	14	60
ENST00000597182	ENSG00000269340	2	0	1	3
ENST00000318753	C22orf36	18	2	6	26
ENST00000585846	CYP4F3	41	1	28	73
ENST00000557565	KIAA0391	33	9	9	53
ENST00000367005	RCOR3	63	4	15	85
ENST00000367001	SLC30A1	32	7	11	50
ENST00000367002	RD3	27	3	10	40
ENST00000299886	COG1	69	3	16	91
ENST00000300101	ZBTB39	62	3	26	91
ENST00000300107	CLPX	41	5	15	63
ENST00000299882	TMPRSS5	66	3	28	99
ENST00000300105	CACNG2	43	5	32	83
ENST00000300108	TAC3	10	1	5	16
ENST00000265769	ADAM28	144	14	68	232
ENST00000372808	GNMT	20	0	6	27
ENST00000372801	STK4	40	6	7	53
ENST00000372806	STK4	49	5	8	62
ENST00000332119	LOC730735	6	0	2	8
ENST00000332118	SRPR	66	15	17	101
ENST00000332112	EPGN	8	2	7	18
ENST00000320650	IL15	20	0	4	26
ENST00000538848	WASH4P	6	0	7	14
ENST00000320658	CHRM2	176	11	67	256
ENST00000324727	SCN4B	19	3	8	32
ENST00000296684	NDUFS4	18	3	3	25
ENST00000239374	C6orf97	120	12	43	180
ENST00000296682	PRDM9	364	42	118	535
ENST00000258198	DYNC1LI2	30	2	13	51
ENST00000328879	KLHL22	57	9	33	101
NM_138397.1	NEURL3	5	0	0	5
ENST00000359242	ODF2L	16	0	8	25
ENST00000359240	ADAM29	267	23	80	389
ENST00000359246	PHF2	113	9	110	239
ENST00000438661	KCNC4	55	5	25	85
ENST00000399756	TRPV1	56	5	31	95
ENST00000306621	CXCL11	9	0	0	10
ENST00000236495	SLC5A9	86	7	40	136
ENST00000296533	NPY1R	101	9	28	138
ENST00000296530	FAM198B	61	3	21	87
ENST00000306627	UBE2E1	12	2	4	20
ENST00000430479	ETV1	86	8	28	127
ENST00000543287	HYOU1	17	0	5	22
ENST00000319908	AIFM1	62	2	26	93
ENST00000531945	OR10S1	98	2	40	141
ENST00000297487	ENSG00000164860	1	0	0	1
ENST00000297488	MTUS1	22	7	13	44
ENST00000270328	ADAMTS10	167	10	80	262
ENST00000276440	DOCK5	203	14	53	284
ENST00000401030_v70	ENSG00000183291	1	1	0	2
ENST00000276449	STAR	23	3	11	38
ENST00000373044	YRDC	8	0	6	14
ENST00000373045	MANEAL	24	1	11	37
ENST00000393180	MBTD1	33	2	17	53
ENST00000373040	RPA4	43	2	10	55
ENST00000321521	PPIP5K2	93	13	37	147
ENST00000321522	OR52E2	73	9	28	111
ENST00000373049	DIAPH2	34	2	17	55
ENST00000161863	YTHDC2	112	23	32	177
ENST00000325455	PGR	2	0	0	2
ENST00000377976	GRXCR2	46	6	14	66
ENST00000377970	MYC	91	1	24	122
ENST00000536441	SESN3	55	5	9	71
ENST00000293471	ZNF613	65	5	27	98
ENST00000360221	AARSD1	47	5	13	65
ENST00000402506	LFNG	20	5	7	34
ENST00000398409	CST3	11	0	9	22
ENST00000393454	TDP1	48	4	24	78
ENST00000374779	OR13C5	87	5	28	120
ENST00000393456	GOSR2	1	0	0	1
ENST00000393451	ST7	34	4	9	49
ENST00000398402	CST1	32	6	23	62
ENST00000360863	RGS22	380	69	84	546
ENST00000360861	SLC6A6	62	4	28	101
ENST00000358117	MPPED2	64	5	18	89
ENST00000392580	B3GAT1	59	2	30	94
ENST00000392586	WASF1	34	6	15	56
ENST00000233616	MOGS	67	5	18	91
ENST00000233615	WBP1	22	16	7	45
ENST00000251472	MAST1	273	20	135	434
ENST00000251473	LPPR2	26	2	13	43
ENST00000378023	FAM65B	74	3	20	99
ENST00000372393	ASS1	50	3	21	75
ENST00000294179	STX5	28	10	14	54
ENST00000372391	DLG5	168	7	75	253
ENST00000298454	VSTM4	37	2	8	49
ENST00000372397	TSC22D3	15	1	7	23
ENST00000372396	KDM4A	97	4	17	123
ENST00000294172	NXF1	67	12	22	109
NM_003866.1	INPP4B	119	22	38	183
ENST00000369604	PHTF1	64	13	13	92
ENST00000327968	DDX53	84	5	35	124
ENST00000375418	ADPRHL1	28	3	22	55
ENST00000477853	KIAA0090	74	9	19	105
ENST00000322329	RPRML	4	0	3	7
NM_005092.2	TNFSF18	26	6	6	39
ENST00000392328	MFSD6	63	8	22	95
ENST00000392329	INPP1	33	1	9	44
ENST00000327134	PAK2	125	12	47	200
ENST00000372025	TMEM69	22	0	11	33
ENST00000392325	WDR45L	28	2	12	43
ENST00000396667	TMEM106B	23	1	24	51
ENST00000372022	SURF6	41	4	10	55
ENST00000409623	TMEM67	24	1	13	41
ENST00000400908	RERE	147	15	72	240
ENST00000400906	SLC2A7	63	8	28	100
ENST00000376734	TRIM31	39	4	23	67
ENST00000376730	GCNT1	55	4	20	79
ENST00000204517	TFAP4	40	4	14	58
ENST00000374467	BAK1	15	0	5	21
ENST00000276603	TERF1	30	0	5	36
NM_002155.3	HSPA6	76	2	26	104
ENST00000563027	RP11-578F21.5	20	1	6	28
ENST00000294794	OLFML2B	136	8	54	198
ENST00000354914	SCARA5	61	7	37	110
ENST00000598222	ENSG00000268852	0	1	1	2
ENST00000354911	WAC	65	22	22	115
ENST00000393748	TTC16	6	4	0	10
ENST00000354919	SUV39H2	34	0	11	45
ENST00000295226	CCDC140	23	0	12	35
ENST00000295225	KCNIP3	30	2	15	48
ENST00000295220	hCG	77	2	34	120
ENST00000295228	INHBB	47	3	20	71
ENST00000486333	CTAGE4	26	0	12	38
ENST00000444732	NUDT5	2	0	1	3
ENST00000444739	CASP4	46	4	25	79
ENST00000444738	ENSG00000236112	4	0	0	4
ENST00000288439	SLC38A10	66	8	34	109
ENST00000373203	ENG	5	0	1	6
ENST00000576655	CTD-3148I10.1	10	0	0	10
ENST00000397841	C21orf67	4	0	4	8
ENST00000375559	F10	69	1	38	108
ENST00000327035	AHI1	24	3	6	35
ENST00000375550	OMD	34	7	14	56
ENST00000327031	FLII	92	8	38	146
ENST00000375552	NBPF9	12	0	6	19
ENST00000380118	ECI2	30	5	9	49
ENST00000299413	TRIM44	34	2	5	41
ENST00000299415	ENSG00000166329	4	0	2	6
ENST00000427805	RPL36A	6	0	7	17
ENST00000380113	ITPA	18	1	9	28
ENST00000380117	ELAVL2	100	6	28	135
ENST00000381647	C5orf51	24	2	13	41
ENST00000381641	INSL6	38	4	23	65
ENST00000367760	PRRX1	44	3	7	55
ENST00000261455	TMEM206	43	3	9	56
ENST00000525239	WDR74	21	2	6	30
ENST00000400018	SKA3	36	4	11	56
ENST00000418388_v68	C9orf69	5	0	8	14
ENST00000397368	CAV3	22	0	14	36
ENST00000356401	ARIH2	41	3	16	67
ENST00000533400	CASP1	53	9	16	80
ENST00000356407	RAB19B	10	0	0	10
ENST00000356406	ACOX3	91	5	28	124
ENST00000216271	HDAC10	46	5	14	68
ENST00000373812	YTHDF2	56	8	14	80
ENST00000339526	GLUL	39	3	16	59
NM_032681.1	SPRYD5	81	9	21	114
ENST00000216274	RIPK3	45	7	24	77
ENST00000216277	PAPOLA	61	7	15	89
OTTHUMT00000056417.1	CXorf24	2	0	0	2
ENST00000373818	GSN	48	4	20	87
ENST00000360084	MYCBP2	26	5	10	42
ENST00000360085	PYY	16	0	1	18
NM_017760.4	NCAPG2	85	14	33	135
ENST00000334176	RGS9BP	16	0	12	28
ENST00000381395	IGF2	29	1	10	40
ENST00000381394	MBD3L4	1	0	1	2
ENST00000391945	ERCC2	110	0	29	146
ENST00000391946	KLC3	47	3	13	64
ENST00000334179	UBL4B	20	2	10	32
ENST00000564088	MLST8	19	1	13	35
ENST00000403666	MAST4	78	5	33	116
ENST00000403665	F11	68	5	28	107
ENST00000403662	CSF2RB	122	11	56	192
ENST00000329762	ENSG00000183059	14	0	9	23
ENST00000203630	MLF2	26	1	10	38
ENST00000216181	MYH9	216	24	95	355
ENST00000216180	PNPLA3	48	8	24	80
ENST00000216185	TXN2	9	0	6	16
ENST00000296946	T	80	7	37	127
ENST00000297977	HDX	133	9	20	165
ENST00000302334	BFSP2	43	8	25	76
ENST00000361689	MACF1	465	52	133	674
ENST00000445123	FAM122C	1	0	3	4
ENST00000361680	WDR88	24	1	15	40
ENST00000361682	COMT	17	1	13	33
ENST00000361684	TMEM184B	24	0	14	40
ENST00000361686	ST6GAL2	215	12	77	305
ENST00000284224	CHST9	126	13	27	166
ENST00000418020	WDR48	5	0	2	7
ENST00000369106	GRK5	2	0	0	2
ENST00000369102	C1orf54	17	1	7	25
ENST00000369103	RGS10	16	3	8	28
ENST00000369109	APH1A	10	0	2	12
ENST00000361351	UBL7	31	2	10	44
ENST00000361357	MAP3K3	23	1	15	40
ENST00000361355	AMY2B	82	12	24	122
ENST00000281317	MMAA	46	6	16	68
ENST00000320354	FOXC2	46	2	19	67
ENST00000320356	EZH2	581	62	41	741
ENST00000356785	APBB1IP	7	1	6	15
ENST00000313080	RHBDF2	62	8	30	100
ENST00000395734_v68	MAP4	59	17	37	117
ENST00000477084	FAM120C	0	0	0	1
ENST00000313084	SEC16A	3	0	6	9
ENST00000218056	WDR13	60	3	20	84
ENST00000218054	CHRDL1	83	12	22	123
ENST00000393847	DPEP2	43	7	21	75
ENST00000393845	WDR52	48	10	11	72
ENST00000356524	SAA1	18	2	7	27
ENST00000357438	OR8D2	79	0	43	124
ENST00000357436	SH3BP1	37	5	51	95
ENST00000357430	ACSL3	114	16	29	163
ENST00000378891	DVL1	40	1	29	70
ENST00000378896	MCM8	74	3	17	95
XM_497125.1	RPS26P11	1	0	0	1
ENST00000378895	DHRS13	19	3	13	35
NM_002847.2	PTPRN2	202	10	109	334
ENST00000303061	C17orf65	11	1	1	13
ENST00000359760	C6orf124	7	0	2	9
ENST00000359762	FLJ16331	29	4	15	48
ENST00000339740	CNTNAP4	160	15	45	224
ENST00000256951	EMP1	15	1	6	22
ENST00000256953	RERG	39	7	12	58
ENST00000222266	PSENEN	14	2	5	22
ENST00000256958	SLCO1B1	164	16	41	230
ENST00000023064	SLC7A9	85	5	50	141
ENST00000221797	LGALS13	27	3	11	41
ENST00000429436	MARK3	21	2	6	30
ENST00000316610	MBLAC2	9	3	4	18
ENST00000420713	ZNF716	235	35	54	331
ENST00000389398	VWA3A	123	13	30	171
ENST00000389395	MFSD12	38	3	14	56
ENST00000382666	FAHD1	6	0	4	10
ENST00000426548	GJC1	43	2	22	68
ENST00000266434	BCL2L14	16	0	5	21
ENST00000353442	LMBR1	42	3	19	65
ENST00000417561	FAM178B	30	5	18	54
ENST00000417564	DIP2A	245	12	108	381
ENST00000219097	ORC6	16	1	0	18
ENST00000219091	ZNF205	55	1	32	88
ENST00000349139	WDR3	85	7	28	124
ENST00000257600	DTX1	100	8	46	157
ENST00000331314	DDX59	62	4	21	88
ENST00000506757	SLC4A9	49	9	24	85
ENST00000251739	CCDC132	37	5	8	50
ENST00000304043	HINT1	6	0	2	9
ENST00000304045	KLK7	40	3	16	60
ENST00000341495	TREML4	29	2	9	42
ENST00000471714	ABI3BP	145	14	33	207
ENST00000428389	UNC13A	196	14	64	285
ENST00000221249	PNPLA6	100	7	71	182
ENST00000226218	VTN	54	3	15	74
ENST00000314616	SUPT6H	168	22	63	269
ENST00000381365	C17orf107	4	1	1	6
ENST00000314612	OR4P4	83	14	28	125
ENST00000300747	TRIM68	60	3	19	83
ENST00000310974	DPY19L1	52	5	19	81
ENST00000265165	LEF1	55	8	9	77
ENST00000265164	CASP6	19	4	9	32
ENST00000265162	ENPEP	197	17	56	272
ENST00000262395	TRAF4	29	4	10	43
ENST00000262394	WSB1	39	2	7	49
ENST00000349792	PIP5K1A	4	0	1	5
ENST00000261844	KIAA1370	82	21	20	125
ENST00000261845	MAPK6	79	4	12	98
ENST00000261847	SECISBP2L	111	16	28	160
ENST00000261842	AP4E1	86	13	20	126
XM_498384.1	LOC392529	0	0	1	1
ENST00000380259	HBG2	31	0	10	41
ENST00000380254	FBXO16	31	3	8	42
ENST00000380250	FRY	342	30	109	496
ENST00000225899	KRT32	75	2	22	103
ENST00000225893	HNF1B	69	11	25	111
ENST00000304748	FPR1	92	1	33	126
ENST00000293218_v68	UNK	46	2	30	79
ENST00000399773_v68	FAM205B	4	0	2	6
ENST00000345378	GCK	63	1	45	115
ENST00000330198	LMLN	54	5	26	87
ENST00000339647	UBC	64	13	51	129
ENST00000330194	C10orf107	23	4	3	34
ENST00000336926	HIP1	95	8	37	146
ENST00000555360	ZBTB42	5	1	18	24
XM_293342.3	LOC347424	0	0	2	2
ENST00000368643	TCERG1L	87	7	39	136
ENST00000455764	FAM27E3	4	0	0	4
ENST00000538735	SAP25	8	0	8	16
ENST00000334438	OR10T2	102	9	28	139
ENST00000370677	LAMA5	1	0	0	1
ENST00000334436	KIF5C	89	11	43	148
ENST00000333421	FAM108B1	24	2	6	32
ENST00000370673	SAMD13	9	1	1	12
ENST00000333425	PIF1	25	2	15	42
ENST00000378463	BCOR	14	9	6	30
ENST00000378460	NUP160	111	14	40	171
ENST00000378466	PANK4	75	7	24	107
ENST00000381725	GAGE2B	14	0	4	19
XM_373347.2	GLOD5	11	2	3	16
ENST00000338193	PRIM1	20	5	6	35
ENST00000338192	AC097374	50	0	26	83
ENST00000338191	ZBTB44	39	4	7	50
ENST00000399821	MC2R	66	2	43	111
ENST00000458426	METTL21A	4	0	0	4
ENST00000458420	CLSTN2	204	18	80	309
ENST00000302079	FAM38B	140	19	60	227
ENST00000307003	C7orf33	33	3	6	43
ENST00000307002	OR10G6	12	0	4	16
ENST00000450632	LILRB5	113	8	70	196
ENST00000515823	ECSCR	2	0	3	5
ENST00000491381	SNX21	25	2	8	37
ENST00000271308	PSMA5	13	3	8	25
ENST00000249750	ALDH1A2	78	5	33	120
ENST00000277225	ZNF462	276	33	105	417
ENST00000289104	MRAS	21	1	10	34
ENST00000378289	DCLRE1C	15	1	6	23
ENST00000378288	TP73	23	3	15	43
ENST00000378282	EBPL	2	0	0	2
NM_007027.2	TOPBP1	119	11	37	172
ENST00000376531	TTYH1	42	4	13	62
ENST00000376530	TTYH1	49	5	15	73
ENST00000376536	KRTAP5-10	19	0	13	34
ENST00000324907	GRHL1	57	9	17	84
ENST00000394420	RSPRY1	53	3	20	76
ENST00000382349	ONECUT3	8	0	6	14
ENST00000394422	UTP14A	70	8	27	109
ENST00000329504	Q8IVR1	12	2	5	19
ENST00000376285	PCCA	69	9	13	92
ENST00000376281	HNRNPK	58	5	14	85
XM_373359.2	LOC392512	0	0	1	1
ENST00000376288	CDSN	50	3	33	96
ENST00000330430	RCAN2	27	3	11	41
ENST00000330436	CYP2A13	106	4	46	158
ENST00000330439	MT1E	4	2	1	7
ENST00000258457	C2orf49	20	2	4	27
ENST00000258456	GPR45	90	2	29	121
ENST00000258455	MRPS9	36	2	7	51
ENST00000338222	UBQLN2	49	8	16	73
ENST00000323482	ACSS1	63	4	38	106
ENST00000398882	C8orf73	52	2	40	97
ENST00000398884	TOMM6	7	0	2	9
ENST00000322684	MSI2	23	1	10	36
ENST00000319363	IL17RA	64	9	34	111
ENST00000322680	CAMK2G	43	4	15	69
ENST00000534999	CACNB4	30	6	13	53
ENST00000534991	C21orf119	4	0	0	4
ENST00000322536	DDX10	66	14	19	108
ENST00000322535	SF3B2	79	7	34	124
ENST00000337859	ZC3H15	24	1	9	38
ENST00000264499	BBS7	67	6	22	98
ENST00000337851	SGCD	46	3	21	71
ENST00000366565	RGS7	294	23	74	418
ENST00000367194	KISS1	15	3	2	20
ENST00000366560	FH	51	5	20	82
ENST00000465530	CDNF	21	3	3	28
ENST00000333167	ACAA1	36	3	7	49
ENST00000360242	CCDC102B	98	17	31	153
ENST00000360240	MAP4	75	12	40	131
ENST00000367217	LAX1	12	0	4	17
ENST00000367210	ZC3H11A	71	19	27	118
ENST00000360244	APH1A	25	1	6	32
ENST00000360245	OR7E5P	19	0	7	26
ENST00000367218	ATP2B4	111	14	54	179
ENST00000558589	SLC12A6	96	14	33	147
ENST00000331459	OR1D2	51	1	30	82
ENST00000269491	SERPINB12	59	5	28	95
ENST00000252711	NDUFA10	39	4	9	55
ENST00000327337	FAM186A	146	12	72	261
ENST00000327335	OR6C70	47	3	21	71
ENST00000331456	TRAIP	44	2	21	73
ENST00000409020	NIF3L1	32	4	8	47
ENST00000243786	INHA	35	2	18	55
ENST00000255945	GIMAP4	63	3	37	104
ENST00000305097	P2RY1	51	4	18	73
ENST00000356721	SIAH1	18	1	5	24
ENST00000356722	ENSG00000145965	2	0	0	2
ENST00000299927	ZNF592	102	7	41	150
ENST00000356725	ZNF790	96	18	23	137
ENST00000396776	GAPT	23	2	6	31
ENST00000231134	PCDHB5	221	10	114	346
ENST00000231137	PCDHB7	255	10	143	409
